wavelength,value
901.0198689728451,0.4395306656735932
904.9634728266626,0.4020758863694083
908.9028621577714,0.3673416369743865
912.8380369661718,0.32876846181735514
916.7689972518638,0.29346439718114403
922.003721708573,0.23630918633633494
925.9248481079452,0.18682635891982188
929.8417599846088,0.13541012629157675
933.7544573385638,0.08898870223351621
937.6629401698106,0.046095231011255115
941.5672084783487,0.014046235663237617
945.4672622641783,-0.008390673391372989
949.3631015272995,-0.028575172859402292
953.254726267712,-0.040979655425274236
957.1421364854161,-0.05409655888771526
961.0253321804119,-0.06493854947367937
964.904313352699,-0.07845776921634728
968.7790800022777,-0.09112037843779698
972.6496321291479,-0.10556732654731561
976.5159697333096,-0.1174740798820737
980.3780928147628,-0.13011756851451295
984.2360013735074,-0.13972727587445516
988.0896954095435,-0.151362321180619
993.2213982000453,-0.16444243767283098
997.0652583497616,-0.17226451680096191
1000.9049039767697,-0.17950102688853384
1004.740335081069,-0.1860227880199053
1008.5715516626599,-0.19234715835478514
1012.3985537215423,-0.19763687694463206
1016.2213412577162,-0.20332093357259662
1020.0399142711816,-0.20856821567468684
1023.8542727619385,-0.21351472820054512
1027.664416729987,-0.21891760171802974
1031.470346175327,-0.22317240499385183
1035.2720610979584,-0.22698909738704015
1039.0695614978813,-0.22952579121259933
1042.8628473750957,-0.23114987991847208
1046.6519187296017,-0.23179942125293024
1050.4367755613991,-0.23308760752848848
1054.2174178704881,-0.23404128130095034
1057.9938456568686,-0.23430427032464507
1063.022526781163,-0.23482977109103703
1066.7891206812235,-0.23511614009087226
1070.5515000585756,-0.23630731588718779
1074.3096649132192,-0.23592252633754202
1078.0636152451543,-0.23591458894410483
1081.8133510543812,-0.2372856042132871
1085.5588723408991,-0.23820642749982435
1089.300179104709,-0.2395544959345355
1093.0372713458103,-0.24045088912170293
1096.770149064203,-0.24210122464299483
1100.498812259887,-0.2436595521761792
1104.223260932863,-0.24413881349257807
1107.94349508313,-0.24608160368927157
1111.6595147106887,-0.24842467457715908
1115.371319815539,-0.2483668300898529
1119.0789103976808,-0.24899499420660975
1122.7822864571142,-0.24904120353076684
1126.4814479938389,-0.24651947284777595
1131.4071074519252,-0.23784307384432724
1135.0964351023304,-0.22793198897739722
1138.7815482300266,-0.21385307928585928
1142.4624468350146,-0.19835579298430653
